Car_ID,Brand,Model,Year,Fuel_Type,Transmission,Price,Mileage,Engine_CC,Seating_Capacity,Service_Cost,Color,Owner_Type,State,Insurance_Status,Manufacturing_Plant,Number_of_Repairs,Previous_Accidents,Body_Type
5006,Maruti Suzuki,Baleno,2021,Electric,Automatic,1530000,26.1,1500,7,19600,Black,Second,Gujarat,Insured,Pune,10,1,Hatchback
5007,Volkswagen,Tiguan,2018,Electric,Manual,1760000,22.3,1200,6,18300,Grey,First,Maharashtra,Insured,Sanand,4,0,SUV
5008,Toyota,Innova,2024,Diesel,Manual,2870000,25.3,800,6,17300,Blue,First,Tamil Nadu,Not Insured,Gurgaon,10,5,Coupe
5009,Renault,Duster,2024,Diesel,Automatic,2720000,26.6,1800,5,10000,Grey,Second,Delhi,Insured,Pune,10,0,Coupe
5010,Renault,Triber,2022,Diesel,Automatic,630000,16.2,1200,4,23300,Blue,First,Maharashtra,Insured,Manesar,5,4,Hatchback
5011,Skoda,Rapid,2021,CNG,Manual,460000,17.6,2500,4,8900,Grey,Second,Telangana,Insured,Gurgaon,4,0,Convertible
5012,Renault,Lodgy,2024,Diesel,Automatic,1460000,23.9,1200,7,15200,Red,Second,West Bengal,Insured,Chennai,5,2,Sedan
5013,Renault,Lodgy,2023,Diesel,Automatic,3430000,10,1200,7,18900,Black,First,Maharashtra,Insured,Chennai,9,4,Convertible
5014,Maruti Suzuki,Baleno,2019,Petrol,Manual,2120000,15,1200,6,14400,Blue,Fourth & Above,Karnataka,Insured,Gurgaon,5,4,Hatchback
5015,Hyundai,i10,2015,Electric,Automatic,510000,29,1800,5,12300,White,First,Telangana,Not Insured,Chennai,10,4,Coupe
5016,Toyota,Urban Cruiser,2021,Petrol,Automatic,2010000,22.7,1800,7,24700,Black,Third,Gujarat,Insured,Gurgaon,6,4,Hatchback
5017,Tata Motors,Altroz,2018,Electric,Automatic,2430000,12.5,2500,7,7000,White,First,Tamil Nadu,Not Insured,Sanand,6,0,Coupe
5018,Renault,Lodgy,2016,Electric,Automatic,2360000,26.5,2500,4,12000,Black,Second,Gujarat,Not Insured,Gurgaon,0,2,Coupe
5019,Hyundai,Creta,2018,Petrol,Automatic,3390000,26,1200,6,24200,Black,Third,Karnataka,Not Insured,Sanand,0,5,Convertible
5020,Toyota,Fortuner,2024,Electric,Manual,2910000,19.8,1000,6,11800,Grey,Second,Tamil Nadu,Not Insured,Manesar,3,4,Hatchback
5021,Honda,WR-V,2016,Electric,Manual,2590000,27.6,2000,4,9200,Blue,Fourth & Above,Tamil Nadu,Insured,Manesar,0,0,SUV
5022,Volkswagen,Tiguan,2015,CNG,Manual,2730000,16.5,800,5,6200,Blue,Fourth & Above,Delhi,Insured,Chennai,1,4,SUV
5023,Skoda,Superb,2015,CNG,Automatic,810000,23.1,800,4,16000,Green,Third,Tamil Nadu,Insured,Surat,1,0,Hatchback
5024,Honda,Amaze,2015,CNG,Manual,2790000,26,1500,6,22500,Black,Fourth & Above,Maharashtra,Insured,Surat,9,2,Sedan
5025,Maruti Suzuki,Ertiga,2016,Petrol,Automatic,2690000,24.5,800,7,24600,Red,Fourth & Above,Gujarat,Not Insured,Gurgaon,6,0,SUV
5026,Renault,Kwid,2017,Petrol,Manual,3370000,19.9,800,7,13800,Red,First,West Bengal,Not Insured,Sanand,10,1,SUV
5027,Kia,Sonet,2023,Electric,Automatic,1570000,27.7,2000,5,5100,White,First,West Bengal,Not Insured,Manesar,2,1,Convertible
5028,Toyota,Fortuner,2023,Electric,Manual,900000,28.4,800,6,14000,White,Fourth & Above,Gujarat,Insured,Manesar,2,2,Coupe
5029,Skoda,Slavia,2015,CNG,Automatic,2820000,25.5,2500,4,17400,Grey,Fourth & Above,Delhi,Not Insured,Manesar,7,5,Hatchback
5030,Maruti Suzuki,Swift,2017,Electric,Automatic,560000,10.7,800,6,7100,Black,First,Tamil Nadu,Insured,Chennai,2,0,Coupe
5031,Honda,Amaze,2021,Petrol,Automatic,3290000,27.7,800,5,14600,White,Fourth & Above,Karnataka,Not Insured,Manesar,3,2,Sedan
5032,Honda,City,2020,Petrol,Manual,740000,28.3,800,4,7100,White,Fourth & Above,Telangana,Insured,Surat,8,0,Sedan
5033,Kia,Carnival,2023,Electric,Manual,610000,11.2,1200,7,24400,Silver,Second,Telangana,Not Insured,Pune,6,4,Coupe
5034,Maruti Suzuki,WagonR,2017,Electric,Manual,520000,11.8,1800,7,23300,Black,Fourth & Above,Maharashtra,Not Insured,Chennai,9,5,Hatchback
5035,Toyota,Glanza,2022,Electric,Manual,3350000,16.4,1500,7,6800,Grey,Third,Delhi,Insured,Gurgaon,7,0,Hatchback
5036,Mahindra,Thar,2018,Electric,Automatic,3020000,27.5,1800,4,9100,White,Second,Telangana,Not Insured,Pune,4,5,Convertible
5037,Maruti Suzuki,Dzire,2015,Electric,Automatic,830000,13.4,1200,4,7500,Grey,Third,Tamil Nadu,Not Insured,Chennai,10,5,SUV
5038,Hyundai,Venue,2016,Diesel,Automatic,2630000,21.2,1800,7,11500,Blue,Fourth & Above,West Bengal,Insured,Chennai,2,0,SUV
5039,Renault,Triber,2015,CNG,Manual,2430000,12.6,1800,4,6500,Grey,First,Karnataka,Not Insured,Sanand,1,2,Convertible
5040,Tata Motors,Punch,2023,Diesel,Manual,810000,12,1000,6,17600,Red,Second,Tamil Nadu,Not Insured,Pune,10,3,Coupe
5041,Volkswagen,Tiguan,2022,Electric,Automatic,880000,19.5,2500,6,17000,Red,First,Delhi,Not Insured,Pune,7,5,Sedan
5042,Renault,Kiger,2016,Diesel,Manual,2140000,23.6,1800,6,12600,Grey,Second,Karnataka,Not Insured,Surat,3,1,Coupe
5043,Hyundai,i20,2023,Electric,Automatic,1140000,13.9,1800,6,12500,Red,First,Telangana,Insured,Pune,6,2,Convertible
5044,Volkswagen,Vento,2024,Diesel,Automatic,1870000,20.8,2000,6,23900,Blue,Second,Karnataka,Insured,Manesar,8,5,SUV
5045,Toyota,Innova,2016,CNG,Manual,1260000,19.1,2500,4,13500,Black,Second,Karnataka,Not Insured,Surat,3,4,SUV
5046,Volkswagen,Tiguan,2022,Diesel,Automatic,2680000,13.2,2500,5,6900,Red,Third,Karnataka,Insured,Manesar,8,5,SUV
5047,Honda,Amaze,2018,Electric,Automatic,1670000,17.3,2500,6,5900,Red,First,Telangana,Not Insured,Surat,5,5,SUV
5048,Maruti Suzuki,WagonR,2017,Electric,Manual,2110000,10.4,2000,6,14900,Grey,Third,Tamil Nadu,Insured,Gurgaon,10,3,Coupe
5049,Mahindra,Scorpio,2017,Electric,Manual,1460000,14.9,1500,4,8100,Blue,Third,Karnataka,Not Insured,Surat,0,4,Coupe
5050,Tata Motors,Tiago,2020,Diesel,Manual,1560000,21.8,2500,7,8500,Green,First,Tamil Nadu,Not Insured,Gurgaon,9,4,SUV
5051,Toyota,Fortuner,2024,Diesel,Manual,970000,26,1000,6,20900,Green,Second,Karnataka,Insured,Surat,5,0,Convertible
5052,Mahindra,Thar,2023,Petrol,Automatic,2120000,11.3,2500,5,19700,Green,Third,Karnataka,Not Insured,Gurgaon,10,5,SUV
5053,Hyundai,i20,2023,Diesel,Manual,2820000,13.6,1000,4,19500,Green,First,Delhi,Not Insured,Manesar,10,1,Convertible
5054,Hyundai,i20,2020,Diesel,Automatic,1490000,21.5,1200,6,13600,Black,Second,Tamil Nadu,Not Insured,Surat,7,0,Hatchback
5055,Hyundai,Verna,2019,Petrol,Automatic,3210000,24.9,1000,6,21800,Grey,Third,West Bengal,Not Insured,Sanand,0,1,Sedan
5056,Kia,EV6,2021,Diesel,Manual,1100000,19.4,2500,5,17700,Grey,Third,Tamil Nadu,Insured,Surat,9,0,Coupe
5057,Maruti Suzuki,Dzire,2016,CNG,Automatic,500000,13.6,2000,5,10100,Silver,Third,Gujarat,Insured,Gurgaon,3,0,SUV
5058,Renault,Lodgy,2015,Petrol,Automatic,670000,11.5,2000,4,24100,Blue,Second,Telangana,Insured,Chennai,4,3,Convertible
5059,Renault,Duster,2021,Electric,Automatic,2630000,20,1200,6,13000,Green,Third,West Bengal,Insured,Manesar,0,5,Convertible
5060,Renault,Triber,2021,Diesel,Manual,2720000,19.6,1500,4,6400,Black,Second,Delhi,Not Insured,Sanand,9,3,SUV
5061,Kia,Sonet,2023,Petrol,Automatic,2730000,23.8,800,4,18400,Blue,Fourth & Above,Tamil Nadu,Not Insured,Chennai,9,4,SUV
5062,Volkswagen,Vento,2021,CNG,Manual,540000,19.8,2500,7,10800,Green,Third,Delhi,Not Insured,Chennai,1,2,Sedan
5063,Mahindra,XUV700,2015,CNG,Manual,2440000,21.2,1200,6,14300,Black,Fourth & Above,West Bengal,Not Insured,Manesar,6,3,Convertible
5064,Toyota,Innova,2023,Diesel,Manual,700000,12.5,2500,7,7400,Blue,First,Delhi,Insured,Surat,10,0,SUV
5065,Skoda,Slavia,2022,CNG,Manual,2410000,11,1500,4,5200,Grey,Third,Delhi,Insured,Pune,5,1,Coupe
5066,Skoda,Octavia,2018,Diesel,Manual,800000,14.5,800,6,13200,Grey,First,Maharashtra,Insured,Sanand,0,5,Sedan
5067,Honda,Civic,2022,Diesel,Manual,2830000,27.5,800,7,24000,White,First,Tamil Nadu,Not Insured,Surat,8,0,Sedan
5068,Toyota,Urban Cruiser,2016,CNG,Automatic,2290000,22.7,1200,6,19100,Red,First,Delhi,Not Insured,Manesar,1,1,Sedan
5069,Tata Motors,Harrier,2023,CNG,Automatic,1600000,20,800,7,8500,Green,Fourth & Above,Maharashtra,Not Insured,Pune,1,2,Convertible
5070,Kia,Seltos,2021,Petrol,Manual,2090000,21.2,2000,7,12100,Silver,Second,Maharashtra,Not Insured,Manesar,3,3,Coupe
5071,Kia,Carnival,2023,CNG,Manual,1080000,19.2,2500,5,18300,Blue,Fourth & Above,Karnataka,Insured,Manesar,6,3,Sedan
5072,Maruti Suzuki,Swift,2017,CNG,Automatic,1500000,12.9,800,6,18700,Silver,Fourth & Above,Karnataka,Insured,Chennai,4,3,Sedan
5073,Renault,Kwid,2018,Electric,Manual,3290000,18.5,2500,6,15600,White,First,Telangana,Insured,Surat,0,2,Sedan
5074,Skoda,Octavia,2016,Diesel,Automatic,750000,17.4,1500,6,21700,Red,Third,West Bengal,Not Insured,Manesar,3,1,SUV
5075,Mahindra,XUV300,2020,CNG,Manual,1520000,26.3,2500,7,8200,Blue,Second,Tamil Nadu,Insured,Surat,4,4,Sedan
5076,Tata Motors,Nexon,2021,Petrol,Manual,2150000,29.3,1200,6,6800,Black,First,Karnataka,Not Insured,Pune,8,0,Convertible
5077,Hyundai,Verna,2016,CNG,Automatic,2580000,29.7,1000,5,21100,Green,Second,West Bengal,Insured,Chennai,10,1,Coupe
5078,Tata Motors,Tiago,2023,Petrol,Automatic,1560000,14.6,1800,6,17100,Red,Fourth & Above,Tamil Nadu,Insured,Pune,4,5,Coupe
5079,Hyundai,Venue,2017,Petrol,Manual,2040000,25.2,1200,7,23800,Grey,Second,West Bengal,Not Insured,Pune,8,5,Coupe
5080,Skoda,Kushaq,2022,Petrol,Manual,3100000,10.1,1200,4,10000,White,Second,Telangana,Not Insured,Chennai,4,5,Coupe
5081,Volkswagen,Vento,2015,Diesel,Manual,970000,20.2,2500,6,9600,Red,Third,Telangana,Not Insured,Surat,3,5,Hatchback
5082,Renault,Kwid,2019,Electric,Automatic,2650000,15.1,2500,7,15800,Green,First,Maharashtra,Insured,Pune,7,2,Hatchback
5083,Skoda,Octavia,2016,CNG,Manual,1710000,14.2,2000,7,18900,Red,Second,Maharashtra,Insured,Gurgaon,7,4,SUV
5084,Toyota,Fortuner,2015,CNG,Automatic,2490000,10.6,800,6,10300,Green,Second,Tamil Nadu,Insured,Surat,0,4,Convertible
5085,Toyota,Fortuner,2019,Electric,Manual,1390000,26.1,1000,6,17300,Grey,Fourth & Above,West Bengal,Insured,Manesar,0,1,Coupe
5086,Renault,Kwid,2024,Diesel,Manual,710000,26.1,2500,6,16800,Blue,Fourth & Above,West Bengal,Not Insured,Chennai,6,3,Coupe
5087,Mahindra,XUV700,2016,Diesel,Manual,3420000,24.9,1800,4,19400,Black,Second,Karnataka,Insured,Chennai,2,1,SUV
5088,Tata Motors,Harrier,2023,Petrol,Automatic,1720000,25.1,1000,4,11000,Grey,First,Karnataka,Not Insured,Surat,7,0,SUV
5089,Kia,EV6,2021,CNG,Manual,1100000,16.4,2000,5,9900,Black,Second,Tamil Nadu,Insured,Gurgaon,9,3,Sedan
5090,Maruti Suzuki,WagonR,2019,Diesel,Automatic,2920000,12.2,800,5,16000,Blue,Second,Gujarat,Not Insured,Gurgaon,5,2,Hatchback
5091,Honda,City,2017,Electric,Automatic,2530000,27,1000,6,22200,Red,Third,Karnataka,Not Insured,Gurgaon,10,4,Hatchback
5092,Maruti Suzuki,Ertiga,2021,CNG,Manual,2040000,26.2,800,6,10200,Black,First,Delhi,Insured,Gurgaon,9,4,SUV
5093,Kia,Seltos,2023,CNG,Automatic,2940000,28.3,2000,5,17000,White,Third,Karnataka,Insured,Sanand,5,4,Convertible
5094,Honda,Amaze,2015,Diesel,Manual,1590000,16.1,2500,7,20100,White,First,Gujarat,Not Insured,Chennai,1,2,Sedan
5095,Kia,Carens,2019,CNG,Automatic,3040000,10.1,800,6,13000,Green,First,West Bengal,Insured,Pune,4,4,Convertible
5096,Tata Motors,Tiago,2023,CNG,Manual,2560000,19.8,1800,7,14100,Grey,First,Maharashtra,Not Insured,Chennai,2,5,SUV
5097,Mahindra,XUV700,2015,Diesel,Manual,2260000,29.2,800,5,23600,Blue,Third,Maharashtra,Insured,Chennai,9,5,Coupe
5098,Hyundai,i10,2018,CNG,Manual,1790000,15.3,1000,6,25000,Green,Third,West Bengal,Insured,Chennai,5,2,SUV
5099,Maruti Suzuki,Dzire,2020,Petrol,Automatic,1200000,26.5,1800,4,20900,Grey,Third,Maharashtra,Insured,Gurgaon,4,4,Hatchback
5100,Hyundai,Verna,2021,Diesel,Manual,960000,18.5,1800,5,19700,Grey,Fourth & Above,Karnataka,Insured,Gurgaon,4,0,Sedan
5101,Hyundai,Verna,2024,Petrol,Manual,2230000,26.1,1500,5,10500,Green,Third,Telangana,Insured,Sanand,9,1,Coupe
5102,Honda,WR-V,2016,Petrol,Manual,2130000,20.5,2000,5,19600,Silver,Fourth & Above,Maharashtra,Not Insured,Surat,6,3,Convertible
5103,Skoda,Slavia,2021,Electric,Automatic,1160000,17.2,1200,7,7500,Grey,Fourth & Above,Telangana,Insured,Chennai,6,0,Hatchback
5104,Toyota,Urban Cruiser,2020,Diesel,Automatic,3420000,24.8,2000,7,12800,Silver,Fourth & Above,Gujarat,Not Insured,Manesar,9,4,SUV
5105,Kia,Sonet,2017,Petrol,Manual,2020000,16.5,1500,6,6600,White,Second,Telangana,Not Insured,Surat,5,1,SUV
5106,Kia,Seltos,2015,Diesel,Automatic,670000,28.5,800,7,13400,White,Second,Gujarat,Not Insured,Sanand,4,0,Convertible
5107,Skoda,Slavia,2022,Petrol,Automatic,2140000,17.4,2000,7,14100,Grey,Second,Karnataka,Insured,Gurgaon,2,1,Hatchback
5108,Volkswagen,Taigun,2023,Petrol,Manual,2700000,12.1,800,7,12100,White,Fourth & Above,West Bengal,Not Insured,Chennai,1,1,Coupe
5109,Maruti Suzuki,WagonR,2016,Electric,Manual,3130000,25.5,2000,5,13200,Blue,Fourth & Above,Delhi,Not Insured,Gurgaon,7,0,Sedan
5110,Honda,Jazz,2024,Electric,Automatic,2620000,12.8,800,6,9300,Silver,First,Karnataka,Not Insured,Surat,5,5,SUV
5111,Mahindra,Thar,2022,Petrol,Automatic,1280000,11.9,2000,6,20300,Silver,Fourth & Above,Maharashtra,Not Insured,Pune,6,2,Coupe
5112,Honda,Amaze,2021,Petrol,Automatic,1670000,16.9,1200,7,22100,Grey,Second,Karnataka,Not Insured,Gurgaon,2,5,Coupe
5113,Honda,City,2020,CNG,Manual,1030000,29.2,800,4,10300,White,Fourth & Above,Gujarat,Not Insured,Gurgaon,7,3,SUV
5114,Hyundai,i10,2020,CNG,Manual,3380000,16.6,1200,5,16000,Black,Fourth & Above,Karnataka,Insured,Sanand,5,2,SUV
5115,Volkswagen,Vento,2017,Petrol,Manual,2830000,21.8,1000,7,14800,Green,First,Karnataka,Not Insured,Pune,2,3,Coupe
5116,Mahindra,XUV300,2024,Petrol,Automatic,1260000,15.7,800,6,23000,Green,Fourth & Above,Delhi,Not Insured,Surat,8,5,Sedan
5117,Kia,Carnival,2022,Electric,Manual,3480000,23.4,2500,7,12200,Silver,Third,Gujarat,Insured,Manesar,0,2,Coupe
5118,Hyundai,Verna,2023,CNG,Automatic,2930000,13.8,2000,7,15600,Grey,First,Tamil Nadu,Not Insured,Manesar,0,3,SUV
5119,Volkswagen,Taigun,2015,Diesel,Automatic,1660000,21.3,1200,7,25000,Grey,Fourth & Above,Tamil Nadu,Insured,Manesar,1,5,Hatchback
5120,Toyota,Glanza,2024,Electric,Manual,2570000,18.5,1000,7,11500,Blue,Fourth & Above,Gujarat,Insured,Chennai,6,0,Convertible
5121,Volkswagen,Vento,2015,Electric,Automatic,890000,20.3,800,7,5200,Red,First,Tamil Nadu,Not Insured,Manesar,1,3,Sedan
5122,Maruti Suzuki,Swift,2024,Electric,Automatic,1300000,17.2,2500,5,17200,Red,Fourth & Above,Maharashtra,Not Insured,Chennai,10,3,Sedan
5123,Toyota,Innova,2017,Electric,Automatic,2690000,11,2000,5,18100,Silver,Second,Tamil Nadu,Insured,Surat,7,2,Convertible
5124,Tata Motors,Altroz,2020,CNG,Automatic,2050000,17.9,2500,6,19000,Green,Third,Maharashtra,Insured,Surat,3,3,Coupe
5125,Tata Motors,Harrier,2021,CNG,Manual,3270000,20.3,2000,4,16800,Blue,Third,Gujarat,Insured,Gurgaon,4,4,Convertible
5126,Toyota,Glanza,2016,CNG,Automatic,2410000,28.3,1000,7,17400,Blue,Second,Tamil Nadu,Insured,Manesar,4,5,SUV
5127,Kia,Carnival,2016,CNG,Manual,1690000,11.9,1200,7,5900,Blue,Fourth & Above,Tamil Nadu,Not Insured,Sanand,7,0,Hatchback
5128,Maruti Suzuki,Baleno,2017,Diesel,Automatic,1880000,13.9,1500,6,14700,Silver,Fourth & Above,West Bengal,Insured,Surat,9,1,Coupe
5129,Honda,Jazz,2020,CNG,Manual,3090000,13.3,1800,7,12500,Red,Third,Telangana,Insured,Pune,10,0,Convertible
5130,Skoda,Rapid,2023,Diesel,Automatic,1420000,13.3,1500,5,10700,Green,Fourth & Above,Maharashtra,Insured,Pune,4,2,SUV
5131,Honda,City,2016,Petrol,Automatic,2370000,22.8,1800,7,18900,Blue,Third,Maharashtra,Not Insured,Surat,5,4,Hatchback
5132,Maruti Suzuki,Dzire,2024,Electric,Automatic,1580000,11.8,1800,7,17600,Green,Third,Karnataka,Insured,Gurgaon,9,4,SUV
5133,Volkswagen,Taigun,2016,Electric,Automatic,2670000,21.7,1000,6,6000,White,Second,Delhi,Insured,Pune,2,2,Sedan
5134,Maruti Suzuki,Swift,2017,Electric,Automatic,1260000,20.5,1000,4,20600,Grey,Third,Tamil Nadu,Not Insured,Pune,3,0,Sedan
5135,Toyota,Urban Cruiser,2015,CNG,Manual,440000,21.8,2000,5,12800,Grey,Fourth & Above,West Bengal,Not Insured,Gurgaon,5,2,Convertible
5136,Tata Motors,Altroz,2015,Petrol,Automatic,1090000,23.3,2500,7,21200,Green,Fourth & Above,Delhi,Insured,Gurgaon,10,1,SUV
5137,Hyundai,Verna,2018,CNG,Manual,770000,17.6,2500,6,14900,Black,First,Telangana,Insured,Gurgaon,1,4,Hatchback
5138,Kia,Carens,2023,Diesel,Manual,2190000,29.9,800,4,5900,Black,Fourth & Above,Telangana,Insured,Sanand,6,4,Coupe
5139,Tata Motors,Tiago,2020,Electric,Automatic,1500000,28.2,1200,7,5400,Silver,First,West Bengal,Not Insured,Gurgaon,3,5,Sedan
5140,Tata Motors,Tiago,2022,Petrol,Automatic,1700000,28.2,800,6,20600,Silver,Third,Delhi,Not Insured,Gurgaon,8,3,Coupe
5141,Tata Motors,Tiago,2016,Electric,Automatic,790000,22.3,1000,4,18600,Grey,Fourth & Above,Tamil Nadu,Insured,Gurgaon,3,2,SUV
5142,Renault,Kwid,2022,Diesel,Automatic,2940000,29.4,1800,4,21600,White,Second,Telangana,Insured,Surat,2,5,Convertible
5143,Toyota,Glanza,2022,Petrol,Manual,890000,13.7,2000,6,6600,Red,Second,West Bengal,Insured,Manesar,6,0,Hatchback
5144,Honda,WR-V,2016,Diesel,Manual,3480000,20.5,1200,5,11700,Red,Second,Maharashtra,Not Insured,Surat,4,3,Convertible
5145,Volkswagen,Vento,2022,Electric,Automatic,2930000,14.2,1200,4,9300,Silver,Third,Karnataka,Insured,Manesar,8,2,Coupe
5146,Skoda,Octavia,2016,Electric,Manual,2070000,20.1,1500,4,11100,White,Third,West Bengal,Insured,Sanand,9,2,Coupe
5147,Skoda,Rapid,2017,Diesel,Manual,3080000,18.4,800,4,24200,Silver,First,Gujarat,Not Insured,Sanand,7,0,SUV
5148,Kia,EV6,2016,CNG,Automatic,2950000,26.7,800,7,12100,Red,Second,Telangana,Insured,Pune,1,4,Coupe
5149,Maruti Suzuki,Ertiga,2022,CNG,Manual,1690000,10.4,2500,4,19600,Green,First,Telangana,Not Insured,Surat,10,3,Sedan
5150,Honda,Amaze,2021,Petrol,Manual,2220000,19.8,800,5,18700,Silver,First,Tamil Nadu,Not Insured,Manesar,10,1,Coupe
5151,Tata Motors,Punch,2015,CNG,Automatic,1330000,21.4,800,6,19800,Blue,Fourth & Above,Tamil Nadu,Insured,Sanand,0,5,Convertible
5152,Kia,Sonet,2018,Petrol,Manual,1540000,11.4,1500,4,14400,Green,Fourth & Above,Gujarat,Not Insured,Sanand,0,5,Coupe
5153,Skoda,Octavia,2023,Electric,Manual,3270000,11.2,1500,6,19500,Silver,Second,Telangana,Not Insured,Surat,1,4,Sedan
5154,Honda,Jazz,2024,Diesel,Automatic,2500000,23.9,800,7,5800,Grey,Third,Delhi,Insured,Pune,7,2,Hatchback
5155,Renault,Kiger,2015,Diesel,Automatic,3490000,16.8,2000,7,24200,Silver,Fourth & Above,Karnataka,Not Insured,Gurgaon,0,1,SUV
5156,Skoda,Slavia,2017,Electric,Automatic,1640000,26.6,1200,6,6900,Grey,Third,Delhi,Not Insured,Chennai,7,1,Hatchback
5157,Volkswagen,Taigun,2016,CNG,Manual,2880000,25.2,1200,5,19400,White,First,Gujarat,Insured,Pune,8,1,Sedan
5158,Kia,Carnival,2017,Petrol,Automatic,3150000,27.9,1800,5,21100,Red,First,Gujarat,Insured,Chennai,1,1,Sedan
5159,Toyota,Urban Cruiser,2023,Diesel,Manual,570000,22.1,1000,5,17600,Green,First,Karnataka,Insured,Pune,2,0,Hatchback
5160,Tata Motors,Harrier,2018,CNG,Automatic,2530000,17.3,800,5,8800,Green,First,Gujarat,Insured,Pune,10,3,SUV
5161,Hyundai,Verna,2021,CNG,Automatic,1490000,21,2000,6,14700,Black,Second,Gujarat,Insured,Gurgaon,9,1,SUV
5162,Skoda,Slavia,2018,Electric,Automatic,1700000,19.7,1000,7,15500,Black,First,Telangana,Not Insured,Sanand,4,2,Hatchback
5163,Mahindra,Bolero,2015,Petrol,Automatic,2690000,18.8,1000,4,12400,Red,Fourth & Above,West Bengal,Not Insured,Manesar,10,5,SUV
5164,Renault,Triber,2016,Petrol,Automatic,1430000,25.5,800,6,22300,Black,First,Telangana,Not Insured,Pune,10,4,Sedan
5165,Volkswagen,Polo,2023,Petrol,Automatic,2940000,29.3,2000,6,20100,Green,Third,Karnataka,Not Insured,Gurgaon,5,3,Convertible
5166,Maruti Suzuki,Swift,2022,Petrol,Automatic,1990000,11,2500,6,18700,Silver,Fourth & Above,Tamil Nadu,Not Insured,Chennai,7,3,Convertible
5167,Honda,City,2020,Petrol,Automatic,2450000,18.3,1500,4,6800,White,Third,Delhi,Insured,Surat,6,2,Convertible
5168,Renault,Kiger,2015,CNG,Manual,1890000,21.3,1000,6,11300,White,Third,Tamil Nadu,Insured,Surat,1,0,Sedan
5169,Toyota,Glanza,2018,Petrol,Automatic,1220000,17.8,1800,7,23300,Red,Second,Tamil Nadu,Insured,Sanand,3,1,SUV
5170,Honda,City,2022,Diesel,Manual,590000,24.4,2500,7,23900,Black,Second,West Bengal,Insured,Surat,0,3,Convertible
5171,Volkswagen,Vento,2021,CNG,Automatic,870000,29.8,2000,5,11200,Silver,Third,Delhi,Not Insured,Pune,4,0,Sedan
5172,Skoda,Rapid,2021,Electric,Automatic,2720000,24.3,1800,7,13600,White,Third,Tamil Nadu,Insured,Chennai,9,1,Hatchback
5173,Mahindra,XUV700,2023,Petrol,Automatic,2020000,16.4,800,5,11100,White,First,Karnataka,Insured,Pune,4,5,Convertible
5174,Hyundai,i10,2016,CNG,Manual,2640000,15.1,1200,5,14600,Blue,Fourth & Above,Delhi,Not Insured,Surat,8,4,Hatchback
5175,Honda,Amaze,2018,Petrol,Automatic,2050000,26.7,2000,5,19900,Blue,First,Maharashtra,Not Insured,Manesar,4,2,Convertible
5176,Toyota,Urban Cruiser,2020,Electric,Automatic,1340000,19,2500,7,23200,Green,Second,West Bengal,Insured,Surat,1,2,Convertible
5177,Kia,Sonet,2019,CNG,Automatic,1940000,12.6,1200,7,6200,White,Second,Tamil Nadu,Not Insured,Manesar,4,3,Sedan
5178,Kia,Seltos,2019,Petrol,Manual,1800000,17,1200,5,22400,Red,First,Gujarat,Not Insured,Surat,2,2,Sedan
5179,Honda,Civic,2015,Petrol,Manual,3420000,23.3,800,4,7900,Grey,Fourth & Above,Delhi,Insured,Sanand,10,2,Hatchback
5180,Renault,Kwid,2016,Electric,Manual,850000,22.7,2500,7,5200,Grey,Third,Maharashtra,Not Insured,Chennai,10,4,Hatchback
5181,Honda,WR-V,2022,Petrol,Manual,3150000,12.3,1200,5,7500,Silver,First,Gujarat,Insured,Manesar,3,3,Coupe
5182,Maruti Suzuki,Dzire,2016,Petrol,Automatic,1850000,16.3,1500,5,13800,White,Second,Maharashtra,Not Insured,Gurgaon,5,0,Coupe
5183,Maruti Suzuki,Baleno,2024,Diesel,Manual,2250000,12,1800,6,17500,White,Fourth & Above,Tamil Nadu,Not Insured,Sanand,5,4,SUV
5184,Toyota,Innova,2020,CNG,Manual,1780000,24.8,1000,4,12300,Green,Second,Gujarat,Not Insured,Pune,2,5,Hatchback
5185,Maruti Suzuki,WagonR,2019,Electric,Manual,2320000,14.8,1200,4,14700,White,Fourth & Above,Tamil Nadu,Not Insured,Surat,8,0,Sedan
5186,Maruti Suzuki,Swift,2021,Electric,Manual,2060000,10.3,1800,5,12800,Red,Fourth & Above,Gujarat,Insured,Chennai,3,5,Sedan
5187,Skoda,Rapid,2015,Diesel,Manual,3370000,12.1,2500,5,15300,Blue,Fourth & Above,Delhi,Not Insured,Chennai,10,2,SUV
5188,Hyundai,Verna,2017,Electric,Automatic,2090000,22.9,1000,7,18700,White,First,Telangana,Insured,Surat,3,4,Hatchback
5189,Maruti Suzuki,Ertiga,2017,CNG,Manual,2450000,26.8,2500,7,16300,White,First,Karnataka,Insured,Gurgaon,7,1,SUV
5190,Maruti Suzuki,WagonR,2022,CNG,Manual,3370000,19.2,1800,4,19000,Green,First,Telangana,Not Insured,Manesar,2,4,Sedan
5191,Skoda,Rapid,2024,CNG,Automatic,1940000,27.4,2000,4,11900,Black,Fourth & Above,Karnataka,Not Insured,Surat,10,1,Sedan
5192,Mahindra,XUV300,2017,Petrol,Automatic,800000,18.3,1500,5,7100,Green,Fourth & Above,Telangana,Insured,Chennai,8,2,Hatchback
